VID,"Device Code",Imei,"Model GPS",Cellnumber,"Company GROUP",Devicetime,Servertime,"Last Location",Comment
211010,"B-9881-UEW	",864403042837337,FM-36,08551838443,211:{1},"2021-07-13 08:48:39","2021-07-13 08:48:55.527",Update,
355008,"T 28",356307047600662,FM-1202,081515270386,355:{2},"2021-07-13 08:44:25.98","2021-07-13 08:45:21.812",Update,
359002,L-1813-KO,352848027879358,FM-32,08553210985,359:{1},"2021-07-13 08:49:46.601","2021-07-13 08:49:57.586",Update,
399004,S-8178-SB,867060031220847,FM-36,081513701435,399:{0},"2021-07-13 08:31:01","2021-07-13 08:31:03.958",Update,
349001,L-8229-BO,352848027609045,FM-32,081553914301,349:{1},"2021-07-13 08:47:06.071","2021-07-13 08:47:17.461",Update,
511025,A03,352848026241527,FM-32,08553210935,511:{11},"2021-06-29 11:23:31.33","2021-06-29 11:23:50.529","CPU Reset Recomendation","Kesiman Petilan - Denpasar - Bali"
541054,F3-7,352094089039488,FMA,081514018965,541:{4}," null"," null"," Tidak ada data di RAW"
355006,"T 44",356307047601793,FM-1202,081515270392,355:{2},"2021-07-13 08:48:50.29","2021-07-13 08:49:10.265",Update,
331012,W-9169-NA,356173061972118,FM-1200,08553206457,331:{1},"2021-07-13 08:43:01.18","2021-07-13 08:43:20.74",Update,
521003,Ageng,352848026298055,FM-42,081553914283,521:{2},"2021-07-13 08:49:37.537","2021-07-13 08:50:05.989",Update,
331005,W-1725-S,352848022494765,FM-32,08553204375,331:{2},"2021-07-13 04:31:14.121","2021-07-13 04:53:02.634",Update,
355001,"T 34",352848029494107,FM-42,081553914211,355:{2},"2021-07-13 08:50:21.756","2021-07-13 08:50:53.292",Update,
387004,PAMP-05,356173061968074,FM-1202+J,081515274833,387:{1}," null"," null"," Tidak ada data di RAW"
516009,"TB 07",356173062954800,FM-1202+J,081542002610,516:{1}," null"," null"," Tidak ada data di RAW"
355028," L-1958-DA",356173065025871,FM-1200,081575098210,355:{1},"2021-07-13 08:50:08.47","2021-07-13 08:50:28.076",Update,
309044,B-9193-BRU,356173061968058,FM-1202,08553205644,309:{7},"2021-07-13 08:26:16","2021-07-13 08:26:35.759",Update,
511168,265,352094089878257,FMA,081514008633,511:{0;10},"2021-05-24 10:21:32","2021-05-24 10:26:37.793","CPU Reset Recomendation","Serangan - Denpasar - Bali"
375011,"M 04",356307048799414,FM-1202+J,081515245409,375:{1}," null"," null"," Tidak ada data di RAW"
521013,Sugeng,356173061968306,FM-1200,08551838468,521:{1}," null"," null"," Tidak ada data di RAW"
509004,RS4,356173065747151,FM-32,08553211031,509:{1},"2021-07-12 01:55:29","2021-07-12 01:55:32.307","CPU Reset Recomendation","RW 07 - Perak Utara - Pabean Cantian"
501016,C2509,356173066169066,FM-32,08553201836,501:{8},"2021-07-13 08:35:27","2021-07-13 08:35:32.578",Update,
516002,"TB 04",356173062884395,FM-1202+J,081584148378,516:{1}," null"," null"," Tidak ada data di RAW"
309024,N-9910-TH,352848024257046,FM-32,08553204624,309:{4},"2021-07-13 08:51:39.831","2021-07-13 08:52:21.055",Update,
393004,CADANGAN(L-8177-EO),356173062968669,FM-1202+J,081542002635,393:{0},"2021-07-13 07:31:18.63","2021-07-13 07:33:17.115",Update,
211006,B-9785-UEW,864403041497604,FM-36,08551838335,211:{1},"2021-07-13 08:51:46","2021-07-13 08:52:09.998",Update,
367002,B-9510-UU,352848026837647,FM-42,08553223739,367:{1},"2021-07-13 08:51:21.141","2021-07-13 08:52:05.977",Update,
353012,B-9721-BEU,867060031256304,FM-36,081132006554,353:{1},"2021-07-13 08:41:30","2021-07-13 08:41:51.829",Update,
543001,DR-8565-AA,356173066172029,FM-1200,081574085620,543:{1}," null"," null"," Tidak ada data di RAW"
523032,D3G-A,352094088324923,FMA,08113457237,523:{2},"2021-07-11 08:58:44","2021-07-11 08:58:46.462","CPU Reset Recomendation","Beraban - Bali - 82121"
357010,"171 [W-8378-ND]",357454073175638,FM-1202,081131129936,357:{1},"2021-07-13 08:52:06","2021-07-13 08:52:29.22",Update,
401002,L-9839-AT,867060034756201,FM-36,081513701394,401:{0},"2021-07-13 08:52:00","2021-07-13 08:52:23.353",Update,
511045,L-09,352848026178307,FM-32,08553210955,511:{14},"2021-07-13 08:24:40.121","2021-07-13 08:25:07.773",Update,
541065,F2.5-5,352093082640102,FMA,081514007811,541:{4}," null"," null"," Tidak ada data di RAW"
353001,L-9127-UQ,356307046111646,FM-32,08553211023,353:{1},"2021-07-13 08:22:06.63","2021-07-13 08:22:20.438",Update,
511108,202,356173061712852,FM-1202+J,08551838398,511:{0;2},"2021-07-13 08:47:38","2021-07-13 08:47:40.84",Update,
541062,F3-12,352093082633891,FMA,081514007605,541:{4}," null"," null"," Tidak ada data di RAW"
521005,VIBRO,356307045618468,FM-1200,081553914285,521:{2},"2021-07-13 08:20:24.34","2021-07-13 08:20:28.017",Update,
355013,"T 48",356307048790256,FM-1202+J,081515270656,355:{2},"2021-07-13 08:48:57.27","2021-07-13 08:49:07.701",Update,
503016,"F 12",352848022483537,FM-32,08553209148,503:{4},"2021-06-30 17:07:16.111","2021-06-30 17:55:03.651","CPU Reset Recomendation","Ancol - Pademangan - Jakarta Utara"
385006,L-9258-T,356307048798366,FM-1202+J,08164283073,385:{1},"2021-07-13 08:50:39.84","2021-07-13 08:50:43.808",Update,
501034,E102,356307046149737,FM-1200,08553211018,501:{2},"2021-07-13 08:27:09.63","2021-07-13 08:27:13.632",Update,
509005,RS5,356307046141700,FM-1200,081553470251,509:{1},"2021-07-13 08:18:14.08","2021-07-13 08:29:24.829",Update,
547002,W-9008-UG,357454076232964,FM-1202,081514388958,547:{1},"2021-07-13 04:54:16","2021-07-13 04:54:53.644",Update,
215004,"DR 8593 AG",864403042117987,FM-36,081132275049,215:{0},"2021-07-13 08:51:45","2021-07-13 08:52:12.846",Update,
349003,KT-8245-KL,352848026294146,FM-42,081553914303,349:{1}," null"," null"," Tidak ada data di RAW"
215003,"L 9370 BZ",867060034761391,FM-36,081132275054,215:{0},"2021-07-13 08:52:38","2021-07-13 08:52:43.065",Update,
503025,"F 35",352094089717257,FMA,081514388564,503:{1}," null"," null"," Tidak ada data di RAW"
211007,R-1580-JK,864403043520882,FM-36,08551838352,211:{1},"2021-07-13 08:53:28","2021-07-13 08:53:46.153",Update,
211007,R-1580-JK,864403043520882,FM-36,08551838352,211:{1},"2021-07-13 08:53:28","2021-07-13 08:53:46.153",Update,
345019,L-8839-UD,356307047689830,FM-1202+J,081515269753,345:{1},"2021-07-13 08:46:15.65","2021-07-13 08:46:20.109",Update,
385008,L-9501-UP,356307048765191,FM-1202+J,08164298085,385:{1},"2021-07-13 08:40:34.45","2021-07-13 08:40:56.796",Update,
501040,E163,356173066173159,FM-32,08553210867,501:{15},"2021-07-13 07:56:30","2021-07-13 07:56:44.998",Update,
511079,C.05,352848026421012,FM-32,08553206584,511:{13},"2021-07-05 08:07:35.071","2021-07-05 08:08:00.364","CPU Reset Recomendation","RW 05 - Tandes - Tandes"
301044,L-9361-P,356307045615274,FM-1200,085851201373,301:{13},"2021-07-13 08:35:29.4","2021-07-13 08:35:42.024",Update,
353010,B-9318-PEU,867060031279751,FM-36,08551838496,353:{1},"2021-07-13 08:47:43","2021-07-13 08:47:45.033",Update,
31071,L-1677-QT,356307045896767,FM-1200,081554100463,31:{12},"2021-07-13 08:39:11.28","2021-07-13 08:39:22.023",Update,
511085,180,356173066176046,FM-1202,08553206605,511:{0;12},"2021-07-13 08:50:01","2021-07-13 08:50:05.982",Update,
541010,PC200-01,357454072887332,FM-1202,081574085617,541:{3},"2021-07-13 08:53:47","2021-07-13 08:54:06.646",Update,
541055,F7-7,352094089403247,FMA,081514389053,541:{4}," null"," null"," Tidak ada data di RAW"
345007,L-9379-UL,356307048828544,FM-1202,08553210382,345:{2},"2021-07-13 08:40:44","2021-07-13 08:41:02.01",Update,
501019,E073(B),356307046109574,FM-1200,08553205589,501:{12},"2021-07-13 08:52:16","2021-07-13 08:52:18.351",Update,
357004,"169 [W-9089-NV]",356307045617627,FM-1200,081131129926,357:{1},"2021-07-13 08:53:40","2021-07-13 08:53:58.566",Update,
345027,L-8185-UY,356307048819238,FM-1202+J,081515272903,345:{1},"2021-02-26 02:35:16","2021-02-26 02:38:37","CPU Reset Recomendation","Tlogorejo - Demak - Jawa Tengah"
309034,H-8099-GA,352848024117703,FM-32,08553204634,309:{1;6},"2021-07-13 08:51:10.104","2021-07-13 08:51:52.089",Update,
357005,"167 [W-9080-NV]",356307045617213,FM-1200,081132021194,357:{1},"2021-07-13 08:50:20","2021-07-13 08:50:33.93",Update,
511055,73,352848026179800,FM-32,08553210965,511:{6},"2021-07-13 08:53:37.46","2021-07-13 08:53:55.564",Update,
516005,"TB 03",356173062968875,FM-1202+J,081514389096,516:{1}," null"," null"," Tidak ada data di RAW"
523004,SK200-8A,356307047678890,FM-42,08113370577,523:{2},"2021-07-13 08:53:20","2021-07-13 08:53:32.283",Update,
345014,L-9153-UZ,356307045620274,FM-1200,08553210389,345:{1},"2021-07-13 08:34:24.63","2021-07-13 08:35:11.432",Update,
355021,"T 26",356173066130522,FM-1202+J,081575098242,355:{2},"2021-07-13 08:43:57.31","2021-07-13 08:44:12.011",Update,
365003,L-9632-BI,356307046140322,FM-42,08553211028,365:{1},"2021-07-13 08:15:23.87","2021-07-13 08:16:22.784",Update,
511043,160,352848026159117,FM-32,08553210953,511:{5}," null"," null"," Tidak ada data di RAW"
503020,"J 09",352848027472360,FM-32,08553211011,503:{4},"2021-04-27 07:59:58.51","2021-04-28 02:38:19.818","CPU Reset Recomendation","Semper Barat - Cilincing - Jakarta Utara"
357014,"164 [W-8749-NF]",357454073172312,FM-1202,081132020492,357:{1},"2021-07-13 08:52:18","2021-07-13 08:52:30.301",Update,
353003,L-8959-UE,357454075216927,FM-1202,08164283078,353:{1},"2021-07-13 08:37:22","2021-07-13 08:42:03.101",Update,
217003,L-9960-UI,867060031236355,FM-36,081513701432,217:{0},"2021-07-13 08:53:20","2021-07-13 08:53:35.433",Update,
353011,B-9457-KEU,867060034755823,FM-36,08551838313,353:{1},"2021-07-13 08:31:49","2021-07-13 08:32:16.394",Update,
215007,DR-8092-AJ,867060031235365,FM-36,081132006579,215:{0},"2021-07-13 08:54:10","2021-07-13 08:54:28.414",Update,
31191,L-1576-VG,352848025224508,FM-32,081132006550,31:{36},"2021-07-12 03:43:36.361","2021-07-12 03:44:11.597","CPU Reset Recomendation","Graha Famili - Pradahkali Kendal - Dukuh Pakis"
533001,Excavator,356307048840580,FM-42,08113143466,533:{1},"2021-07-13 08:42:00","2021-07-13 08:55:19.865",Update,
501039,F113,352848027877170,FM-32,08553201839,501:{15}," null"," null"," Tidak ada data di RAW"
309021,"N 9554 TH",356307048932619,FM-32,081519764746,309:{13},"2021-07-13 07:57:27","2021-07-13 07:57:30.717",Update,
385007,L-9750-T,356307048799968,FM-1202+J,081553169101,385:{1}," null"," null"," Tidak ada data di RAW"
375008,L-04,356307048937139,FM-1202+J,081519764810,375:{1}," null"," null"," Tidak ada data di RAW"
369003,S-8162-RB,352848020794489,FM-42,081513701503,369:{1},"2021-07-13 08:53:39.642","2021-07-13 08:53:46.765",Update,
205010,L-9806-GB,357454073082123,FM-1200,081519764527,205:{1},"2021-07-13 08:55:08","2021-07-13 08:55:22.12",Update,
355024,"T 22",356173066130050,FM-1202+J,08158096145,355:{3},"2021-07-13 08:54:11.01","2021-07-13 08:54:25.832",Update,
211003,R-1610-KK,867060034755161,FM-36,081514016451,211:{1},"2021-07-13 08:55:27","2021-07-13 08:55:45.564",Update,
355005,"T 42",352848029520976,FM-42,081553914215,355:{2},"2021-07-13 08:54:10.376","2021-07-13 08:54:50.228",Update,
385017,L-8459-AY,356307048822356,FM-1202+J,081553168640,385:{4}," null"," null"," Tidak ada data di RAW"
211004,R-1611-KK,867060034764163,FM-36,081514016509,211:{1},"2021-07-13 08:51:36","2021-07-13 08:51:55.047",Update,
215002,"L 9371 BZ",867060031216472,FM-36,081132275052,215:{0},"2021-07-13 08:53:13","2021-07-13 08:53:36.266",Update,
357012,"163 [W-8207-ND]",357454073167569,FM-1202,081132021200,357:{1},"2021-07-13 08:53:59","2021-07-13 08:54:15.438",Update,
501045,C2506,356173065870839,FM-1202,081515274369,501:{8},"2021-07-13 08:44:40","2021-07-13 08:44:44.12",Update,
365002,L-8107-JW,356307045725248,FM-42,08553206240,365:{1},"2021-07-13 08:15:42.68","2021-07-13 08:15:58.545",Update,
309004,N-9627-T,356307048836596,FM-32,08553204604,309:{1},"2021-07-13 08:46:19","2021-07-13 08:46:34.912",Update,
211008,B-9885-UEW,864403043394528,FM-36,08551838358,211:{1},"2021-07-13 08:55:26","2021-07-13 08:55:43.328",Update,
211008,B-9885-UEW,864403043394528,FM-36,08551838358,211:{1},"2021-07-13 08:55:26","2021-07-13 08:55:43.328",Update,
357009,"156 [W-9401-P]",357454073090449,FM-1202,081131129947,357:{1},"2021-07-13 08:55:00","2021-07-13 08:55:13.82",Update,
357009,"156 [W-9401-P]",0,FM-1202,081131129947,357:{1}," null"," null"," Tidak ada data di RAW"
393001,IPIN(L-9334-E),356173062955435,FM-1202+J,081584148402,393:{0}," null"," null"," Tidak ada data di RAW"
319011,L-9323-Z,352848028782163,FM-32,081132218967,319:{1},"2021-07-13 08:51:53.52","2021-07-13 08:52:06.608",Update,
357008,"168 [W-9087-NV]",357454073084327,FM-1202,081132020490,357:{1},"2021-07-13 08:56:10","2021-07-13 08:56:31.062",Update,
357008,"168 [W-9087-NV]",0,FM-1202,081132020490,357:{1}," null"," null"," Tidak ada data di RAW"
547003,W-8663-UA,352093080211401,FMA,081514008560,547:{1},"2021-07-13 08:55:27","2021-07-13 08:55:45.572",Update,
511068,92,352848026331997,FM-32,08553206573,511:{7},"2021-07-13 08:54:22.711","2021-07-13 08:54:43.825",Update,
215005,L-9569-BW,867060031212448,FM-36,081132275053,215:{0},"2021-07-13 08:52:44","2021-07-13 08:54:09.66",Update,
357002,"152 [W-9311-NY]",352848027355235,FM-42,081553914232,357:{1},"2021-05-06 01:19:09.153","2021-05-06 01:19:37.501","CPU Reset Recomendation","Tambak Sawah - Waru - Sidoarjo"
211013,R-8071-OT,867060031276195,FM-36,08551892017,211:{1},"2021-07-13 08:55:50","2021-07-13 08:56:09.049",Update,
215006,L-8986-AG,867060031230960,FM-36,081132275034,215:{0},"2021-07-13 08:55:55","2021-07-13 08:56:18.298",Update,
501012,L-9458-UZ,356173062996579,FM-1202+J,081514010468,501:{7},"2021-07-13 08:51:44","2021-07-13 08:51:59.694",Update,
365004,L-8182-GL,356307046110358,FM-42,08553211029,365:{1},"2021-07-13 08:50:48.66","2021-07-13 08:55:11.169",Update,
211009,B-9883-UEW,864403042093683,FM-36,08551838402,211:{1},"2021-07-13 08:54:19","2021-07-13 08:54:35.266",Update,
211009,B-9883-UEW,864403042093683,FM-36,08551838402,211:{1},"2021-07-13 08:54:19","2021-07-13 08:54:35.266",Update,
385015,L-9151-BC,356307048774086,FM-1202+J,081515274903,385:{4},"2021-07-13 08:48:18.86","2021-07-13 08:48:57.781",Update,
345020,L-9952-UE,356307048826399,FM-1202+J,081515245381,345:{1},"2021-07-13 08:56:04.17","2021-07-13 08:56:23.924",Update,
369005,L-9404-UR,352093082564179,FMA,08551838488,369:{1}," null"," null"," Tidak ada data di RAW"
501002,"Z 9998 HA",356307045647590,FM-1200,081515245965,501:{7}," null"," null"," Tidak ada data di RAW"
345025,L-9711-UP,356307048794068,FM-1202+J,081515267219,345:{1},"2021-07-13 08:57:06.05","2021-07-13 08:57:21.317",Update,
205007,L-9755-Y,356307046420500,FM-1200,081542001658,205:{1}," null"," null"," Tidak ada data di RAW"
393003,KARYADI(L-9812-A),356173062881995,FM-1202+J,081542002616,393:{0}," null"," null"," Tidak ada data di RAW"
355023,L-1895-FE,356173065089182,FM-1202+J,08158096144,355:{1},"2021-07-13 08:52:55","2021-07-13 08:53:49.749",Update,
511019,145,352848026184842,FM-32,08553210929,511:{4}," null"," null"," Tidak ada data di RAW"
503029,"F 05",352094088664682,FMA,081514007450,503:{2}," null"," null"," Tidak ada data di RAW"
523001,B-9432-UIN,356307046420658,FM-1200,081553914261,523:{1},"2021-07-11 01:34:45.62","2021-07-13 02:03:45.759",Update,
309059,"N 9322 TH",356307046419528,FM-1200,085851201328,309:{2},"2021-06-29 03:25:50.61","2021-06-29 03:26:04.248","CPU Reset Recomendation","Gempol - Pasuruan - Jawa Timur"
365001,L-9337-BF,356307046109046,FM-42,08553206238,365:{1},"2021-07-13 08:00:59","2021-07-13 08:01:18.485",Update,
541005,D31P,356173062949776,FM-1200,08158320403,541:{4},"2021-07-12 02:57:02","2021-07-12 02:57:51.985","CPU Reset Recomendation","RW 05 - Perak Timur - Pabean Cantian"
205011,L-9155-L,352848029819022,FM-42,085851201368,205:{1}," null"," null"," Tidak ada data di RAW"
375002,G-05,356173063221001,FM-1200,081553470422,375:{1},"2021-06-09 08:12:09","2021-06-09 11:04:55.449","CPU Reset Recomendation","RW 01 - Asemrowo - Asemrowo"
309005,N-8881-TC,356307047689855,FM-32,08553204605,309:{1},"2021-07-13 08:37:01","2021-07-13 08:37:16.452",Update,
355011,"T 07",356307048932569,FM-1202+J,085851201333,355:{2},"2021-07-13 08:41:35.4","2021-07-13 08:41:50.152",Update,
345015,L-9253-UU,357454075008423,FM-1202,081514013832,345:{1},"2021-07-13 08:58:13","2021-07-13 08:58:25.528",Update,
373001,L-8108-PN,356307046149000,FM-1200,08158171423,373:{1},"2021-07-11 12:08:12.54","2021-07-11 12:08:34.13","CPU Reset Recomendation","RW 03 - Bubutan - Bubutan"
511071,194,352848026366035,FM-32,08553206576,511:{8},"2021-06-28 06:27:41.861","2021-06-28 06:28:19.907","CPU Reset Recomendation","RW 05 - Tandes - Tandes"
503017,"F 11",352848021637174,FM-32,08553209149,503:{2}," null"," null"," Tidak ada data di RAW"
385016,L-8456-AY,356307048828460,FM-1202+J,081515274869,385:{4},"2021-07-13 08:45:38.37","2021-07-13 08:45:55.042",Update,
541008,PC200-06,356173063742139,FM-1200,08158321016,541:{3}," null"," null"," Tidak ada data di RAW"
345024,L-8589-UF,356307048783939,FM-1202+J,081515272859,345:{1},"2021-07-13 08:39:06","2021-07-13 08:39:27.85",Update,
521015,L-8296-UK,356307046419767,FM-1200,08551838449,521:{1},"2021-07-13 08:39:41","2021-07-13 08:39:55.417",Update,
511112,L-01,357454073172437,FM-1200,08158171430,511:{14},"2021-07-13 08:58:30","2021-07-13 08:58:45.48",Update,
511137,217,356173066167524,FM-1202,08157615788,511:{7},"2021-07-13 08:56:06.72","2021-07-13 08:56:20.64",Update,
511105,C.10,352848027880521,FM-32,08553206624,511:{13},"2021-04-29 04:49:55.071","2021-04-29 04:50:07.466","CPU Reset Recomendation","RW 08 - Perak Barat - Krembangan"
211015,"KM. Cahaya Melimpah",867060031255959,FM-36,081132023751,211:{1;2},"2021-07-03 23:29:18","2021-07-04 01:07:49.635","CPU Reset Recomendation","Jawa Barat - Indonesia - id"
205009,L-9929-H,352848020794513,FM-42,085851201366,205:{1}," null"," null"," Tidak ada data di RAW"
511082,70,357454076231792,FM-1202,08553206602,511:{12},"2021-07-06 02:47:05","2021-07-06 02:47:18.098","CPU Reset Recomendation","RW 05 - Tandes - Tandes"
511051,173,352848026284782,FM-32,08113143469,511:{4}," null"," null"," Tidak ada data di RAW"
511115,187,352093082650275,FMA,08113370550,511:{2},"2021-07-13 08:31:40","2021-07-13 08:31:55.459",Update,
353008," L-9539-UK",352094086739452,FMA,081514007452,353:{1},"2021-07-13 08:45:14","2021-07-13 08:45:30.561",Update,
385003,L-9262-T,356307048765019,FM-1202+J,08164298089,385:{2},"2021-07-13 08:55:12","2021-07-13 08:55:25.197",Update,
355022,L-1539-VN,356173065051893,FM-1202+J,08158096133,355:{1},"2021-07-13 08:49:04","2021-07-13 08:49:53.4",Update,
511103,L-05,356307047689731,FM-1200,08553206614,511:{14},"2021-07-13 08:51:13.49","2021-07-13 08:51:35.154",Update,
523035,Doosan-B,352094088325888,FMA,08113457247,523:{2},"2021-07-13 08:56:38","2021-07-13 08:57:17.449",Update,
516001,"TM 20",356173062881672,FM-1202+J,081584148347,516:{1}," null"," null"," Tidak ada data di RAW"
523016,CRANE,352093082792622,FMA,081132218953,523:{2},"2021-06-01 04:00:28","2021-06-01 04:00:43.385","Battery Power Low (66,0)","Samplangan - Bali - 80614"
511131,213,356173066145298,FM-1202+J,08158160212,511:{3},"2021-06-10 02:56:19.93","2021-06-10 02:56:44.128","Battery Power Low (66,5923)","RW 05 - Tandes - Tandes"
399012,S-8194-SC,864403041497992,FM-36,081132023080,399:{0},"2021-07-13 08:52:49","2021-07-13 08:53:08.452",Update,
399012,S-8194-SC,864403041497992,FM-36,081132023080,399:{0},"2021-07-13 08:52:49","2021-07-13 08:53:08.452",Update,
309065,N-9861-TE,356173063429554,FM-1200,081575097877,309:{4},"2021-07-13 08:33:57.27","2021-07-13 08:34:22.481",Update,
345013,L-9589-UV,356307047601843,FM-1200,08553210388,345:{1},"2021-07-13 07:04:52.92","2021-07-13 07:10:22.522",Update,
355009,"T 09",356307048828627,FM-1202+J,081515245170,355:{2},"2021-07-13 08:46:47.47","2021-07-13 08:53:20.706",Update,
385001,L-8384-UT,356307047678874,FM-1202,08164298091,385:{1;2},"2021-07-13 08:56:49","2021-07-13 08:57:08.402",Update,
331015," W-1885-VN",357454073161901,FM-1202,081519764457,331:{1},"2021-07-13 08:53:00","2021-07-13 08:53:20.685",Update,
309057,W-9438-TH,356307048802200,FM-1202+J,08553205658,309:{6},"2021-07-13 08:46:59","2021-07-13 08:47:18.175",Update,
317054,Z-9007-KM,356173062882001,FM-1202+J,081584148442,317:{8}," null"," null"," Tidak ada data di RAW"
353006,"L 8524 UE",357454072898057,FM-1202,08158320124,353:{1},"2021-07-13 08:37:09","2021-07-13 08:37:24.313",Update,
521017,"HYUNDAI 210",357454073163782,FM-1202,081519764740,521:{2},"2021-02-09 09:49:11","2021-02-09 09:49:32","CPU Reset Recomendation","Katrungan - Krian - Sidoarjo"
511185,280,864403043541243,FM-36,081514013549,511:{1},"2021-07-13 07:21:12","2021-07-13 07:21:33.361",Update,
383002,L-1898-CW,356307047601405,FM-1202+J,081515275068,383:{1}," null"," null"," Tidak ada data di RAW"
511119,55,356173062950139,FM-1202+J,081519764714,511:{10},"2021-07-13 09:00:18","2021-07-13 09:00:21.908",Update,
385018,L-9677-T,356307048818875,FM-1202+J,081553168725,385:{3},"2021-07-13 08:55:11","2021-07-13 08:56:33.533",Update,
509002,RS2,352848022490342,FM-32,08553204404,509:{1},"2021-07-13 02:59:34.301","2021-07-13 02:59:52.089",Update,
501035,E105,356307046115696,FM-32,08553211019,501:{12},"2021-02-26 01:32:06","2021-02-26 01:32:54","CPU Reset Recomendation","Pergudangan Bumi Maspion - Romokalisari - Benowo"
511113,64,356307045738241,FM-1200,081553470237,511:{0;10},"2021-07-13 08:54:28","2021-07-13 08:54:54.162",Update,
355016,"T 04",356173066159414,FM-1202+J,08158096113,355:{2},"2021-07-13 08:59:10.69","2021-07-13 08:59:13.222",Update,
359006,L-1986-PK,356307048762958,FM-32,08164298100,359:{1},"2021-07-13 08:55:18.58","2021-07-13 08:55:25.517",Update,
501027,C501,352094088305971,FM-1202,08553201847,501:{8},"2021-07-13 08:53:22","2021-07-13 08:54:20.192",Update,
355015,"T 08",356173065871662,FM-1202+J,08158096117,355:{2},"2021-07-13 08:39:38.83","2021-07-13 08:39:54.876",Update,
355019,"T 10",356173066162764,FM-1202+J,08158096186,355:{2},"2021-07-13 08:57:43.14","2021-07-13 08:57:46.022",Update,
331014,W-8473-NA,357454073129684,FM-1202,081519764479,331:{2},"2021-07-13 08:43:48","2021-07-13 08:43:51.429",Update,
309017,N-9440-TH,352093083266717,FMA,08553204617,309:{9},"2021-07-13 08:34:29","2021-07-13 08:34:44.927",Update,
309016,N-8782-TL,356307046143029,FM-32,08553204616,309:{6},"2021-07-13 08:18:21","2021-07-13 08:18:27.926",Update,
523018,SK-75-A,356307045613147,FM-1200,08113370540,523:{2},"2021-07-13 08:32:09.16","2021-07-13 08:32:24.052",Update,
511090,188,352848027984372,FM-32,081132006582,511:{0;3},"2021-07-13 08:57:50.411","2021-07-13 09:00:32.929",Update,
501023,E159,352848028624282,FM-32,08553201843,501:{3},"2021-07-13 08:59:34.781","2021-07-13 09:00:05.958",Update,
501023,E159,352848028624282,FM-32,08553201843,501:{3},"2021-07-13 08:59:34.781","2021-07-13 09:00:05.958",Update,
309061,N-9795-TM,356307048932601,FM-1202+J,08155265521,309:{1;4},"2021-07-13 08:48:02","2021-07-13 08:48:21.83",Update,
399010,S-8232-SC,867060031221191,FM-36,081132023081,399:{0},"2021-07-13 08:58:29","2021-07-13 08:58:49.818",Update,
309060,B-9695-BCU,356307048849821,FM-1202+J,081132275025,309:{7},"2021-07-13 08:57:58","2021-07-13 08:58:15.143",Update,
511011,277,352093080033979,FMA,08553210921,511:{3},"2021-07-13 08:58:33","2021-07-13 08:58:48.757",Update,
511063,278,352848026181269,FM-32,08551838362,511:{0;7},"2021-07-13 08:59:06.24","2021-07-13 08:59:41.253",Update,
213006,ABF2_R,352093082640094,FMA,081513701471,213:{0;1},"2021-07-13 08:32:40","2021-07-13 08:32:57.334",Update,
511052,79,352848026182846,FM-32,08553210962,511:{2},"2021-07-13 08:52:47.241","2021-07-13 08:53:21.722",Update,
391001,391001,356173061967621,FM-1202+J,081515274364,391:{1},"2021-07-13 01:35:45.78","2021-07-13 01:41:42.816",Update,
399002,S-9780-SB,867060031264399,FM-36,081132275074,399:{0},"2021-07-13 08:34:27","2021-07-13 08:34:33.191",Update,
541069,F5-14,352093082625269,FMA,081514007890,541:{4}," null"," null"," Tidak ada data di RAW"
331009,L-8018-BT,352848023019165,FM-32,08553204379,331:{3},"2021-07-13 08:42:07.301","2021-07-13 08:42:25.865",Update,
309030,N-9384-TH,357454076229960,FMA,08553204630,309:{13},"2021-07-13 08:49:24","2021-07-13 08:49:44.296",Update,
355026,"T 03",356173066132569,FM-1202+J,081575098494,355:{2},"2021-07-13 08:41:16","2021-07-13 08:41:31.973",Update,
317051,Z-9007-HB,356307047704647,FM-1202+J,081515270491,317:{5}," null"," null"," Tidak ada data di RAW"
355025,"T 20",356173066163234,FM-1202+J,08158096193,355:{2},"2021-07-13 08:34:35.39","2021-07-13 08:34:56.693",Update,
511138,74,356173065026242,FM-1200,08157614814,511:{8},"2021-07-13 08:42:35","2021-07-13 08:42:50.037",Update,
399008,S-9778-SB,867060031216076,FM-36,081132006557,399:{0},"2021-07-13 08:43:04","2021-07-13 08:43:29.211",Update,
523034,SK200-8B,352094086879548,FMA,08113457238,523:{2},"2021-07-13 08:55:42","2021-07-13 08:55:52.612",Update,
399011,S-8231-SC,864403041458895,FM-36,081132006581,399:{0},"2021-07-13 08:55:38","2021-07-13 08:56:01.503",Update,
511003,89,352848025185196,FM-32,08553210903,511:{2},"2021-07-13 08:58:30.421","2021-07-13 08:58:46.796",Update,
523029,Sany-B,357454073161794,FM-1202,08113484290,523:{2},"2021-07-13 08:54:17.83","2021-07-13 08:54:32.737",Update,
511178,274,352093082799908,FMA,081514007462,511:{1},"2021-07-13 08:39:58","2021-07-13 08:40:09.086",Update,
345029,L-9308-UL,867060034789871,FM-36,081514008288,345:{1},"2021-07-13 08:55:46","2021-07-13 08:56:09.101",Update,
309023,L-9331-A,356173062857805,FM-32,081514012458,309:{4},"2021-07-13 08:59:33","2021-07-13 08:59:36.363",Update,
511022,209,352848026178851,FM-32,08553210932,511:{0;2},"2021-07-13 08:55:36.971","2021-07-13 08:56:00.661",Update,
