VID,"Device Code",Imei,"Model GPS",Cellnumber,"Company GROUP",Devicetime,Servertime,"Last Location",Comment
501010,E103,356307046110879,FM-1200,081514007459,501:{0}," null"," null"," Tidak ada data di RAW"
387003,PAMP-06,356173061969346,FM-1202+J,081515274627,387:{1}," null"," null"," Tidak ada data di RAW"
503004,"F 07",352093083189521,FMA,081514008481,503:{2}," null"," null"," Tidak ada data di RAW"
387002,PAMP-02,356173061694092,FM-1202+J,081515274595,387:{1}," null"," null"," Tidak ada data di RAW"
309049,DD-8758-AQ,352848024230811,FM-32,08553205649,1:{6}," null"," null"," Tidak ada data di RAW"
319008,L-8101-WA,352848024113454,FM-32,08553204838,1:{5}," null"," null"," Tidak ada data di RAW"
345003," L-8773-UB",352848025748696,FM-42,08553206837,1:{6}," null"," null"," Tidak ada data di RAW"
1046,test_pencarian,356307046146311,FM-1202,012345678910,1:{8},"2021-06-10 04:40:41.88","2021-06-10 09:17:52.623","CPU Reset Recomendation","Dengkek - Pati - Jawa Tengah"
511036,75,352848026183299,FM-32,081542002614,511:{10},"2021-07-05 14:50:38.071","2021-07-05 14:50:44.975","CPU Reset Recomendation","Bantas - Bali - Indonesia"
309064,N-8678-TD,356307048794191,FM-1202+J,08553204623,309:{4}," null"," null"," Tidak ada data di RAW"
515031,"PC200 23",352848029809817,FM-42,08113390735,1:{6}," null"," null"," Tidak ada data di RAW"
523014,,352848027880398,FM-32,08113370551,1:{7}," null"," null"," Tidak ada data di RAW"
395011,EA-7331-A,352094089405044,FMA,081514018511,2:{0}," null"," null"," Tidak ada data di RAW"
523013,PC78-E,356307048919632,FM-32,08113143465,1:{6}," null"," null"," Tidak ada data di RAW"
509003,RS3,352848027927108,FM-32,08553210441,1:{4}," null"," null"," Tidak ada data di RAW"
511013,164,352848024117679,FM-32,08553210923,1:{6}," null"," null"," Tidak ada data di RAW"
385011,L-9260-T,356307048762578,FM-1202+J,081553169010,1:{5}," null"," null"," Tidak ada data di RAW"
309048,,352094089481359,FMA,08553205648,1:{6}," null"," null"," Tidak ada data di RAW"
369001,"ex L-1712-LQ",352848020363632,FM-42,081554100501,1:{6}," null"," null"," Tidak ada data di RAW"
395002,"BIS. 2 EA-7304-A",356173062881714,FM-1202+J,081515275042,2:{0}," null"," null"," Tidak ada data di RAW"
375005,"k 08",356307047689921,FM-21,081515269835,375:{6}," null"," null"," Tidak ada data di RAW"
501020,L-9814-W,352848027606959,FM-32,08553201840,501:{16}," null"," null"," Tidak ada data di RAW"
501041,L-9965-UU,356307048938558,FM-1202+J,081514007443,501:{7}," null"," null"," Tidak ada data di RAW"
301008,L-1303-TA,356307046147137,FM-1200,08165489246,1:{6}," null"," null"," Tidak ada data di RAW"
309007,N-9023-TJ,352848023021450,FM-32,08553204607,309:{3},"2021-08-04 11:48:21.961","2021-08-04 11:48:48.595",Update,
511006,138,352848025200300,FM-32,08553210906,511:{2}," null"," null"," Tidak ada data di RAW"
511127,140,356173062859751,FM-1202+J,081584148417,511:{2}," null"," null"," Tidak ada data di RAW"
511164,262,352094086274708,FMA,081514389068,511:{4}," null"," null"," Tidak ada data di RAW"
309041,B-9774-TCI,352093083161108,FM-32,081132275064,309:{7},"2021-08-04 11:49:19","2021-08-04 11:49:39.031",Update,
301044,L-9361-P,356307045615274,FM-1200,085851201373,301:{13},"2021-08-04 11:44:52.51","2021-08-04 11:48:38.922",Update,
401002,L-9839-AT,867060034756201,FM-36,081513701394,401:{0},"2021-08-04 11:47:39","2021-08-04 11:48:01.136",Update,
395003,"BIS. 3 EA-7383-A",357454075063063,FM-1202,081519764616,2:{0}," null"," null"," Tidak ada data di RAW"
541039,PC78-09,357454075061489,FM-1202,081519764735,541:{3}," null"," null"," Tidak ada data di RAW"
515033,"PC200 21",352848029477631,FM-42,08113370560,1:{6}," null"," null"," Tidak ada data di RAW"
511111,179,356307046419585,FM-1200,081513701449,511:{0;4},"2021-08-04 11:48:44","2021-08-04 11:49:01.363",Update,
541054,F3-7,352094089039488,FMA,081514018965,541:{4}," null"," null"," Tidak ada data di RAW"
301043,L-9950-N,356307046147582,FM-1200,08551838366,301:{13},"2021-08-03 17:08:16.79","2021-08-03 17:08:22.788","CPU Reset Recomendation","Asemrowo - Asemrowo - Surabaya"
387004,PAMP-05,356173061968074,FM-1202+J,081515274833,387:{1}," null"," null"," Tidak ada data di RAW"
511061,111,352848026164091,FM-32,08553206566,511:{7},"2021-07-30 10:31:36.361","2021-07-30 10:32:44.875","CPU Reset Recomendation","Macanan - Nganjuk - Jawa Timur"
516009,"TB 07",356173062954800,FM-1202+J,081542002610,516:{1}," null"," null"," Tidak ada data di RAW"
359003,L-1695-PZ,352848027688205,FM-32,08553206239,359:{1},"2021-08-04 10:15:24.611","2021-08-04 10:15:58.849",Update,
205010,L-9806-GB,357454073082123,FM-1200,081519764527,205:{1},"2021-08-04 11:50:56","2021-08-04 11:51:11.632",Update,
521012,Grader,352848020804262,FM-42,081514019189,1:{5}," null"," null"," Tidak ada data di RAW"
511168,265,352094089878257,FMA,081514008633,511:{0;10},"2021-05-24 17:21:32","2021-05-24 17:26:37.793","CPU Reset Recomendation","Serangan - Denpasar - Bali"
523033,Cc142,352094089312471,FMA,08113390762,1:{5}," null"," null"," Tidak ada data di RAW"
375011,"M 04",356307048799414,FM-1202+J,081515245409,375:{1}," null"," null"," Tidak ada data di RAW"
521013,Sugeng,356173061968306,FM-1200,08551838468,521:{1}," null"," null"," Tidak ada data di RAW"
523036,CA-151,352093082655282,FMA,08113457242,523:{2},"2021-07-24 17:20:17","2021-07-24 17:20:28.927","Battery Power Low (66,5815)","Samplangan - Bali - 80614"
516002,"TB 04",356173062884395,FM-1202+J,081584148378,516:{1}," null"," null"," Tidak ada data di RAW"
541038,PC78-06,357454073177774,FM-1202,081519764756,541:{3}," null"," null"," Tidak ada data di RAW"
541065,F2.5-5,352093082640102,FMA,081514007811,541:{4}," null"," null"," Tidak ada data di RAW"
541062,F3-12,352093082633891,FMA,081514007605,541:{4}," null"," null"," Tidak ada data di RAW"
503016,"F 12",352848022483537,FM-32,08553209148,503:{4},"2021-07-01 00:07:16.111","2021-07-01 00:55:03.651","CPU Reset Recomendation","Ancol - Pademangan - Jakarta Utara"
301038,L-9958-N,356307046136718,FM-1200,08553202287,301:{13},"2021-08-04 11:07:56.63","2021-08-04 11:20:55.114",Update,
349003,KT-8245-KL,352848026294146,FM-42,081553914303,349:{1}," null"," null"," Tidak ada data di RAW"
503025,"F 35",352094089717257,FMA,081514388564,503:{1}," null"," null"," Tidak ada data di RAW"
511079,C.05,352848026421012,FM-32,08553206584,511:{13},"2021-07-05 15:07:35.071","2021-07-05 15:08:00.364","CPU Reset Recomendation","Manukan Wetan - Tandes - Surabaya"
541055,F7-7,352094089403247,FMA,081514389053,541:{4}," null"," null"," Tidak ada data di RAW"
345027,L-8185-UY,356307048819238,FM-1202+J,081515272903,345:{1},"2021-02-26 09:35:16","2021-02-26 09:38:37","CPU Reset Recomendation","Tlogorejo - Demak - Jawa Tengah"
516005,"TB 03",356173062968875,FM-1202+J,081514389096,516:{1}," null"," null"," Tidak ada data di RAW"
511043,160,352848026159117,FM-32,08553210953,511:{5}," null"," null"," Tidak ada data di RAW"
309043,B-9851-VQ,352093082755066,FM-32,08553205643,1:{6},"2021-05-31 14:25:11","2021-05-31 14:33:28.356","Battery Power Low (66,0)","Kedoya Utara - Kebon Jeruk - Kebon Jeruk"
503020,"J 09",352848027472360,FM-32,08553211011,503:{4},"2021-08-02 19:21:31.418","2021-08-02 19:28:32.461","CPU Reset Recomendation","Semper Barat - Cilincing - Jakarta Utara"
385005,L-9259-T,356307048825029,FM-1202+J,081553169142,1:{5}," null"," null"," Tidak ada data di RAW"
501039,F113,352848027877170,FM-32,08553201839,501:{15}," null"," null"," Tidak ada data di RAW"
385007,L-9750-T,356307048799968,FM-1202+J,081553169101,385:{1}," null"," null"," Tidak ada data di RAW"
375008,L-04,356307048937139,FM-1202+J,081519764810,375:{1}," null"," null"," Tidak ada data di RAW"
385017,L-8459-AY,356307048822356,FM-1202+J,081553168640,385:{4}," null"," null"," Tidak ada data di RAW"
393001,IPIN(L-9334-E),356173062955435,FM-1202+J,081584148402,393:{0}," null"," null"," Tidak ada data di RAW"
369005,L-9404-UR,352093082564179,FMA,08551838488,369:{1}," null"," null"," Tidak ada data di RAW"
501002,"Z 9998 HA",356307045647590,FM-1200,081515245965,501:{7}," null"," null"," Tidak ada data di RAW"
205007,L-9755-Y,356307046420500,FM-1200,081542001658,205:{1}," null"," null"," Tidak ada data di RAW"
393003,KARYADI(L-9812-A),356173062881995,FM-1202+J,081542002616,393:{0}," null"," null"," Tidak ada data di RAW"
511019,145,352848026184842,FM-32,08553210929,511:{4}," null"," null"," Tidak ada data di RAW"
547003,W-8663-UA,352093080211401,FMA,081514008560,547:{1},"2021-08-04 11:56:31","2021-08-04 11:56:54.261",Update,
503029,"F 05",352094088664682,FMA,081514007450,503:{2}," null"," null"," Tidak ada data di RAW"
309059,"N 9322 TH",356307046419528,FM-1200,085851201328,309:{2},"2021-06-29 10:25:50.61","2021-06-29 10:26:04.248","CPU Reset Recomendation","Gempol - Pasuruan - Jawa Timur"
205011,L-9155-L,352848029819022,FM-42,085851201368,205:{1}," null"," null"," Tidak ada data di RAW"
375002,G-05,356173063221001,FM-1200,081553470422,375:{1},"2021-06-09 15:12:09","2021-06-09 18:04:55.449","CPU Reset Recomendation","Genting Kalianak - Asemrowo - Surabaya"
511071,194,352848026366035,FM-32,08553206576,511:{8},"2021-06-28 13:27:41.861","2021-06-28 13:28:19.907","CPU Reset Recomendation","Manukan Wetan - Tandes - Surabaya"
503017,"F 11",352848021637174,FM-32,08553209149,503:{2}," null"," null"," Tidak ada data di RAW"
541008,PC200-06,356173063742139,FM-1200,08158321016,541:{3}," null"," null"," Tidak ada data di RAW"
511105,C.10,352848027880521,FM-32,08553206624,511:{13},"2021-04-29 11:49:55.071","2021-04-29 11:50:07.466","CPU Reset Recomendation","Perak Barat - Krembangan - Surabaya"
205009,L-9929-H,352848020794513,FM-42,085851201366,205:{1}," null"," null"," Tidak ada data di RAW"
345006,L-9384-US,352848027543061,FM-32,08553210381,1:{6}," null"," null"," Tidak ada data di RAW"
541020,MC25-01,357454072810607,FM-1202,08158321457,541:{1},"2021-08-04 10:55:59","2021-08-04 10:57:49.725",Update,
511051,173,352848026284782,FM-32,08113143469,511:{4}," null"," null"," Tidak ada data di RAW"
511035,C.06,352848026364055,FM-32,08553210945,511:{13},"2021-08-04 11:54:31.041","2021-08-04 11:54:48.57",Update,
516001,"TM 20",356173062881672,FM-1202+J,081584148347,516:{1}," null"," null"," Tidak ada data di RAW"
511131,213,356173066145298,FM-1202+J,08158160212,511:{3},"2021-06-10 09:56:19.93","2021-06-10 09:56:44.128","Battery Power Low (66,5923)","Manukan Wetan - Tandes - Surabaya"
503023,"Kalmar 12",352848027628979,FM-32,08553206237,1:{5}," null"," null"," Tidak ada data di RAW"
317054,Z-9007-KM,356173062882001,FM-1202+J,081584148442,317:{8}," null"," null"," Tidak ada data di RAW"
345013,L-9589-UV,356307047601843,FM-1200,08553210388,345:{1},"2021-07-21 15:58:05.85","2021-07-21 15:58:24.805","CPU Reset Recomendation","Kedayunan - Banyuwangi - Jawa Timur"
511114,65,356307045725685,FM-1200,081553470238,511:{12},"2021-08-04 11:59:38.66","2021-08-04 11:59:57.473",Update,
521017,"HYUNDAI 210",357454073163782,FM-1202,081519764740,521:{2},"2021-02-09 16:49:11","2021-02-09 16:49:32","CPU Reset Recomendation","Katrungan - Krian - Sidoarjo"
383002,L-1898-CW,356307047601405,FM-1202+J,081515275068,383:{1}," null"," null"," Tidak ada data di RAW"
331003,W-8742-NS,352848022881045,FM-32,08553204373,331:{1},"2021-08-04 11:34:01.001","2021-08-04 11:34:31.293",Update,
309027,N-9823-TE,352848024232866,FM-32,08553204627,309:{6},"2021-08-04 11:49:54.23","2021-08-04 11:50:24.639",Update,
541034,MC25-03,357454073419218,FM-1202,081519764489,541:{1},"2021-07-30 07:40:54","2021-07-30 07:41:56.88","CPU Reset Recomendation","Pusat Pergudangan Romokalisari - Benowo - Surabaya"
501035,E105,356307046115696,FM-32,08553211019,501:{12},"2021-02-26 08:32:06","2021-02-26 08:32:54","CPU Reset Recomendation","Pergudangan Bumi Maspion - Benowo - Romokalisari"
309037,B-9709-IW,356173063226208,FM-1202,08553205637,309:{7},"2021-08-04 11:23:27","2021-08-04 11:23:47.968",Update,
541069,F5-14,352093082625269,FMA,081514007890,541:{4}," null"," null"," Tidak ada data di RAW"
357002,"152 [W-9311-NY]",352848027355235,FM-42,081553914232,357:{1},"2021-07-22 09:58:06.941","2021-07-22 09:58:35.281","CPU Reset Recomendation","Tambak Sawah - Waru - Sidoarjo"
523038,Sany-D,352093082629022,FMA,08113457240,523:{2},"2021-08-04 11:57:33","2021-08-04 11:56:06.36",Update,
317051,Z-9007-HB,356307047704647,FM-1202+J,081515270491,317:{5}," null"," null"," Tidak ada data di RAW"
521020,"VIBRO-sakai 525D",357454076233129,FM-1202,081514018987,521:{2},"2021-07-25 13:13:49","2021-07-25 13:14:01.902","Battery Power Low (66,5190)","Ngadiboyo - Nganjuk - Jawa Timur"
345001,L-9383-US,352848027292503,FM-32,08553206835,1:{6}," null"," null"," Tidak ada data di RAW"
516004,"TM 26",356173062949768,FM-1202+J,08158131067,516:{1}," null"," null"," Tidak ada data di RAW"
511083,C.04,356173065870656,FM-32,08553206603,511:{13},"2021-08-04 11:58:37.39","2021-08-04 12:00:54.413",Update,
511003,89,352848025185196,FM-32,08553210903,511:{2},"2021-07-21 22:05:32.511","2021-07-21 22:06:04.21","CPU Reset Recomendation","Manukan Wetan - Tandes - Surabaya"
541009,PC200-05,356173063737782,FM-1200,08158321044,541:{3}," null"," null"," Tidak ada data di RAW"
21001,L-75564-V,352848023145101,FMA,08553201853,21:{1}," null"," null"," Tidak ada data di RAW"
31201,L-1472-VO,352093083125426,FMA,081514008272,31:{37}," null"," null"," Tidak ada data di RAW"
395005,"BIS. 5 EA-7359-A",357454075063295,FM-1202,081519764552,2:{0}," null"," null"," Tidak ada data di RAW"
511097,97,352848026185732,FM-32,08553206620,511:{12},"2021-06-28 15:59:26.491","2021-06-28 15:59:37.576","CPU Reset Recomendation","Manukan Wetan - Tandes - Surabaya"
397006,W-1575-RL,357454076236858,FM-1202,081514388981,397:{1}," null"," null"," Tidak ada data di RAW"
395007,"BIS. 7 EA-7382-A",357454076230513,FM-1202,08155256874,2:{0}," null"," null"," Tidak ada data di RAW"
511181,276,867060034763553,FM-36,081514017963,511:{0;1;10},"2021-06-28 15:50:43","2021-07-01 16:01:12.11","CPU Reset Recomendation","Serangan - Denpasar - Bali"
516010,"TB 05",356173062908038,FM-1202+J,081542002601,516:{1}," null"," null"," Tidak ada data di RAW"
397003,AG-8500-VF,357454076229358,FM-1202,081514388995,397:{1}," null"," null"," Tidak ada data di RAW"
501014,E91(B),356173066134193,FM-32,08553201834,501:{14}," null"," null"," Tidak ada data di RAW"
511158,L-03,357454076233137,FM-1202,081514007455,511:{0;9}," null"," null"," Tidak ada data di RAW"
541007,D31P-03,356173063741339,FM-1202,08158320837,541:{2}," null"," null"," Tidak ada data di RAW"
389001,"G 27",356173061972027,FM-1202+J,081515242594,389:{1}," null"," null"," Tidak ada data di RAW"
315002,L-1280-CE,352848024256659,FM-32,08553204382,1:{6}," null"," null"," Tidak ada data di RAW"
503021,"J 10",352848028832166,FM-42,08553211027,1:{5}," null"," null"," Tidak ada data di RAW"
501043,C2505,356173061758772,FM-1202+J,08164283048,501:{8},"2021-05-04 09:35:45.2","2021-05-04 09:36:44.387","CPU Reset Recomendation","Pergudangan Bumi Maspion - Benowo - Romokalisari"
309022,N-9185-TI,352094087854813,FM-32,08553204622,309:{3},"2021-07-30 13:31:14","2021-07-30 13:31:31.444","CPU Reset Recomendation","Gempol - Pasuruan - Jawa Timur"
355003,"T 38",352848029422322,FM-42,081553914213,355:{2},"2021-08-04 12:00:53.35","2021-08-04 12:01:38.255",Update,
516003,"TM 17",356173062946145,FM-1202+J,08158131066,516:{1}," null"," null"," Tidak ada data di RAW"
523022,523022,356307047689863,FM-1202+J,08113102224,1:{1}," null"," null"," Tidak ada data di RAW"
541060,F3-14,352094088549859,FMA,081514007255,541:{4}," null"," null"," Tidak ada data di RAW"
375009,H-07,356173066168183,FM-1202+J,081515272909,375:{1}," null"," null"," Tidak ada data di RAW"
357010,"171 [W-8378-ND]",357454073175638,FM-1202,081131129936,357:{1},"2021-08-04 12:02:43","2021-08-04 12:03:06.108",Update,
357012,"163 [W-8207-ND]",357454073167569,FM-1202,081132021200,357:{1},"2021-08-04 12:03:03","2021-08-04 12:03:25.616",Update,
523002,DK-9512-KN,352848024505642,FM-42,081553914262,523:{1},"2021-08-04 11:54:53.774","2021-08-04 11:57:23.082",Update,
205013,L-9452-K,352848029683675,FM-42,085851201370,205:{1}," null"," null"," Tidak ada data di RAW"
205005,L-9649-J,352848027651591,FM-42,085851201362,205:{1}," null"," null"," Tidak ada data di RAW"
389003,"GO 7",356173061694217,FM-1202+J,081515274643,389:{1}," null"," null"," Tidak ada data di RAW"
511065,51,352093082797183,FM-32,08553206570,511:{7},"2021-08-04 11:41:40","2021-08-04 11:41:59.081",Update,
511173,268,352094089191776,FMA,081513701385,511:{0;1},"2021-08-04 11:44:43","2021-08-04 11:44:59.851",Update,
511123,58,356173062949842,FM-1202+J,081542004477,511:{2},"2021-07-31 17:13:25.11","2021-08-03 12:08:48.488","CPU Reset Recomendation","Pajeng - Bojonegoro - Jawa Timur"
369003,S-8162-RB,352848020794489,FM-42,081513701503,369:{1},"2021-08-02 15:29:01.37","2021-08-02 15:29:04.904","CPU Reset Recomendation","Ngoro Industri Persada - Lolawang - Mojokerto"
393006,TONY(L-9665-F),352094088728115,FM-1202+J,081542002632,393:{0},"2021-07-30 18:18:25","2021-07-30 18:18:40.611","CPU Reset Recomendation","Ploso - Tambaksari - Surabaya"
215004,"DR 8593 AG",864403042117987,FM-36,081132275049,215:{0},"2021-08-04 12:01:52","2021-08-04 12:02:15.383",Update,
309032,H-1455-LA,352848024119253,FM-32,08553204632,309:{6},"2021-08-04 12:02:05.181","2021-08-04 12:02:32.835",Update,
355025,"T 20",356173066163234,FM-1202+J,08158096193,355:{2},"2021-08-04 12:05:42.73","2021-08-04 12:05:57.357",Update,
511183,C.16,867060034763447,FM-36,081514012958,511:{1},"2021-07-26 09:20:43","2021-07-26 09:20:57.859","CPU Reset Recomendation","Driyorejo - Gresik - Jawa Timur"
215009,DR-8606-AH,867060031290634,FM-36,081132006577,215:{0},"2021-08-04 12:02:42","2021-08-04 12:02:57.515",Update,
521006,Lasiman,356173065758752,FM-1202,08551838407,521:{1}," null"," null"," Tidak ada data di RAW"
387001,"PAMP-01 ",356173061489592,FM-1202+J,081515274612,387:{1}," null"," null"," Tidak ada data di RAW"
511143,115,357454073126359,FM-1202,081519764484,511:{5}," null"," null"," Tidak ada data di RAW"
511030,82,352848026236659,FM-32,08553210940,511:{3}," null"," null"," Tidak ada data di RAW"
516006,"TB 06",356173062959700,FM-1202+J,081542001789,516:{1}," null"," null"," Tidak ada data di RAW"
511058,132,352848026188082,FM-32,08553210968,511:{6}," null"," null"," Tidak ada data di RAW"
511180,275,352093082632505,FMA,081514017732,511:{0;10},"2021-08-04 11:46:35","2021-08-04 11:46:54.97",Update,
521007,D65,352848027645312,FM-42,081553914287,521:{2}," null"," null"," Tidak ada data di RAW"
309036,B-9790-TCG,352094089652439,FM-32,08553204636,309:{1;7},"2021-08-04 08:12:40","2021-08-04 08:12:51.201",Update,
501022,E08,352848026180568,FM-32,08553201842,501:{3}," null"," null"," Tidak ada data di RAW"
521009,Yoyon,352848029430713,FM-42,081553914289,521:{1;2}," null"," null"," Tidak ada data di RAW"
345004,L-9385-US,357454073177279,FM-42,081553481723,1:{6}," null"," null"," Tidak ada data di RAW"
521014,"PC78 GALEO",352848023068154,FM-42,081553914294,521:{2}," null"," null"," Tidak ada data di RAW"
331014,W-8473-NA,357454073129684,FM-1202,081519764479,331:{2},"2021-08-04 12:07:25","2021-08-04 12:07:45.022",Update,
309058,N-9930-TK,356307045648705,FM-1200,081514007262,309:{2},"2021-07-27 12:12:07.54","2021-07-27 12:49:02.744","CPU Reset Recomendation","Pejangkungan - Pasuruan - Jawa Timur"
355005,"T 42",352848029520976,FM-42,081553914215,355:{2},"2021-08-04 12:03:15.975","2021-08-04 12:03:48.709",Update,
511067,106,352848026316782,FM-32,08553206572,511:{7},"2021-08-04 11:28:41.071","2021-08-04 11:29:12.738",Update,
301042,L-8248-NK,356307045893657,FM-1200,081514008890,301:{13},"2021-08-04 12:08:54.19","2021-08-04 12:08:57.361",Update,
541010,PC200-01,357454072887332,FM-1202,081574085617,541:{3},"2021-08-03 14:38:57","2021-08-03 14:39:02.479","CPU Reset Recomendation","Pusat Pergudangan Romokalisari - Benowo - Surabaya"
541052,F10-2,352094089192196,FMA,081514020162,541:{4}," null"," null"," Tidak ada data di RAW"
511169,266,352093082650200,FMA,081514007251,511:{1},"2021-08-04 11:49:22","2021-08-04 11:51:33.469",Update,
309008,"N 9844 TE",352848023019538,FM-32,08553204608,309:{6},"2021-08-04 11:59:34.99","2021-08-04 12:00:14.856",Update,
541024,D4C-01,357454072889874,FM-1202,08158329406,541:{2},"2021-08-03 21:35:33","2021-08-03 21:56:58.907","CPU Reset Recomendation","Pusat Pergudangan Romokalisari - Benowo - Surabaya"
355011,"T 07",356307048932569,FM-1202+J,085851201333,355:{2},"2021-08-04 11:50:29.52","2021-08-04 11:55:59.172",Update,
319011,L-9323-Z,352848028782163,FM-32,081132218967,319:{1},"2021-08-04 12:07:12.363","2021-08-04 12:07:48.499",Update,
215003,"L 9370 BZ",867060034761391,FM-36,081132275054,215:{0},"2021-08-04 12:05:01","2021-08-04 12:05:23.898",Update,
511024,150,352848026179198,FM-32,08553210934,511:{2},"2021-08-04 12:05:28.001","2021-08-04 12:05:42.414",Update,
309038,B-9241-PCI,352094085652086,FM-32,08553205638,309:{7},"2021-08-04 12:02:38","2021-08-04 12:02:55.362",Update,
319009,L-9524-V,352848024086064,FM-32,081132218951,319:{1},"2021-08-04 12:07:04.71","2021-08-04 12:08:24.776",Update,
375003,J-01,356307047690655,FM-1202+J,085851201334,375:{1},"2021-08-04 11:52:22","2021-08-04 11:56:53.952",Update,
357003,"118 [W-9902-NR]",356307045617452,FM-1200,081131129934,357:{1},"2021-08-04 12:06:14","2021-08-04 12:06:35.472",Update,
521016,"SELF LOADER MINI",356307048762560,FM-1202+J,081515270740,521:{1}," null"," null"," Tidak ada data di RAW"
511042,59,352848026159281,FM-32,08553210952,511:{8},"2021-05-25 09:40:53.82","2021-05-25 09:41:31.901","CPU Reset Recomendation","Manukan Wetan - Tandes - Surabaya"
309013,L-8136-WS,352848023144682,FM-32,08553204613,309:{2},"2021-08-04 12:07:16.471","2021-08-04 12:07:27.797",Update,
309033,N-8783-TL,352848024119394,FM-32,08553204633,309:{1;6},"2021-08-04 12:09:00.15","2021-08-04 12:09:24.729",Update,
215012,L-9677-CH,864403041499527,FM-36,081132023137,215:{0},"2021-08-04 12:04:23","2021-08-04 12:04:46.553",Update,
523039,E320C-A,352093082792531,FMA,08113370541,1:{5}," null"," null"," Tidak ada data di RAW"
511004,108,352848025275369,FM-32,08553210904,511:{2}," null"," null"," Tidak ada data di RAW"
367001,B-9508-UU,352848029708845,FM-42,08553223740,367:{1},"2021-08-04 12:07:53.7","2021-08-04 12:08:16.516",Update,
355019,"T 10",356173066162764,FM-1202+J,08158096186,355:{2},"2021-08-04 12:00:33.05","2021-08-04 12:00:45.982",Update,
355020,"T 50",356173066137824,FM-1202+J,08158096188,355:{2},"2021-08-04 10:21:52.25","2021-08-04 10:22:09.921",Update,
353007,L-9628-UK,352094085737325,FMA,081514007244,353:{1},"2021-08-04 11:59:37","2021-08-04 11:59:54.713",Update,
511045,L-09,352848026178307,FM-32,08553210955,511:{14},"2021-08-04 12:08:52.111","2021-08-04 12:09:30.984",Update,
319006,L-9668-VC,352848024113389,FM-32,081132218950,319:{1},"2021-08-04 12:07:10.08","2021-08-04 12:07:38.482",Update,
541022,F5-9,357454072876491,FM-1202,08158320399,541:{4},"2021-08-01 06:42:34","2021-08-01 06:43:51.196","CPU Reset Recomendation","Driyorejo - Gresik - Jawa Timur"
511113,64,356307045738241,FM-1200,081553470237,511:{0;10},"2021-08-04 08:07:44","2021-08-04 08:08:33.458",Update,
511136,218,356173066166310,FM-1202,08157615896,511:{5},"2021-08-04 11:05:21.47","2021-08-04 11:05:24.729",Update,
541030,F3-1,357454073121350,FM-1202,081519764461,541:{4},"2021-08-04 11:52:25","2021-08-04 12:06:14.266",Update,
345005,L-9386-US,352848027688429,FM-1202,08553206839,1:{6}," null"," null"," Tidak ada data di RAW"
213008,CS4,352093083270438,FMA,081513701469,213:{0;1},"2021-08-04 11:48:14","2021-08-04 11:48:30.805",Update,
511121,50,357454073090969,FM-1202+J,081519764535,511:{2},"2021-08-04 11:41:55","2021-08-04 11:41:58.604",Update,
309015,L-8021-ZV,352848023180512,FM-32,08553204615,309:{5},"2021-08-04 11:43:35.751","2021-08-04 11:44:03.935",Update,
509001,RS1,352848022415190,FM-32,08553202960,509:{1},"2021-08-04 09:20:14.071","2021-08-04 09:21:35.891",Update,
511133,216,356173066168126,FM-1202,08158160181,511:{2},"2021-08-02 20:33:54.56","2021-08-02 20:34:08.693","CPU Reset Recomendation","Banyuwangi - Gresik - Jawa Timur"
309045,N-9329-TH,352094086269872,FM-32,081514007265,309:{9},"2021-07-29 14:56:38","2021-07-29 14:56:54.169","CPU Reset Recomendation","Basirih Selatan - Banjarmasin Selatan - Banjarmasin"
523021,Sany-A,356307047600340,FM-1202+J,08113101697,523:{2},"2021-08-01 16:16:01.75","2021-08-02 20:08:35.888","CPU Reset Recomendation","Sibang Kaja - Bali - Indonesia"
100008,Sigra,864403041470072,FM-36,081132275038,1:{1;8},"2021-08-04 12:08:40","2021-08-04 12:08:54.279",Update,
331007,W-8997-NE,352848023141381,FM-32,08553204377,331:{2},"2021-08-04 11:31:37.381","2021-08-04 11:31:49.52",Update,
523003,R210-7A,357454073170068,FM-42,08113107112,523:{2},"2021-08-04 11:53:02","2021-08-04 11:53:19.6",Update,
521011,Ambon,352848028831937,FM-32,081553914291,521:{1;2}," null"," null"," Tidak ada data di RAW"
215005,L-9569-BW,867060031212448,FM-36,081132275053,215:{0},"2021-08-04 12:09:27","2021-08-04 12:09:50.232",Update,
521002,Bani,352848027501754,FM-42,081553914282,521:{1;2}," null"," null"," Tidak ada data di RAW"
516011,DK-9531-JS,356307048774193,FM-1200,085851201339,516:{1}," null"," null"," Tidak ada data di RAW"
345002,L-9390-US,352848027926738,FM-32,08553206836,1:{6}," null"," null"," Tidak ada data di RAW"
511125,131,356173062883397,FM-1202,081542001659,511:{2}," null"," null"," Tidak ada data di RAW"
309044,B-9193-BRU,356173061968058,FM-1202,08553205644,309:{7},"2021-08-04 11:42:09","2021-08-04 11:42:12.372",Update,
549002,Excavator-02,352093083277698,FMA,081133357620,549:{1}," null"," null"," Tidak ada data di RAW"
511027,96,356307048794498,FM-32,08553210937,511:{4}," null"," null"," Tidak ada data di RAW"
365001,L-9337-BF,356307046109046,FM-42,08553206238,365:{1},"2021-08-04 11:08:28","2021-08-04 11:08:47.204",Update,
309031,H-1360-B,352848024120152,FM-32,08553204631,309:{6},"2021-02-10 09:02:29","2021-02-10 09:04:03","CPU Reset Recomendation","Kawasan Industri Candi - Ngaliyan - Semarang"
541066,F5-13,352093082795237,FMA,081514007264,541:{4}," null"," null"," Tidak ada data di RAW"
